                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                0.64932,                0.46804,                 0.9617,                0.83008,                0.91667,                0.87802,                0.71411,                0.76797,                0.59584,                 1.0913,              0.0005348,              0.0005348,              0.0005348
                    151,                0.63228,                0.44741,                0.96197,                0.80171,                0.94167,                0.88936,                0.72287,                0.75661,                0.59332,                 1.0782,              0.0005249,              0.0005249,              0.0005249
                    152,                0.63481,                0.45506,                0.94812,                0.83556,                0.90833,                 0.9039,                0.72607,                0.76208,                0.57768,                  1.091,               0.000515,               0.000515,               0.000515
                    153,                0.65067,                0.47674,                0.97225,                0.83495,                0.92747,                0.89988,                0.72625,                0.77091,                0.57446,                  1.094,              0.0005051,              0.0005051,              0.0005051
                    154,                0.64217,                0.46791,                0.95944,                0.83269,                0.91243,                0.88416,                0.71109,                0.77956,                0.58832,                 1.1046,              0.0004952,              0.0004952,              0.0004952
                    155,                0.63285,                0.48591,                0.96353,                0.81997,                0.93333,                0.88809,                0.70631,                0.79475,                0.61319,                  1.109,              0.0004853,              0.0004853,              0.0004853
                    156,                0.63021,                0.44996,                0.96798,                0.81523,                0.90833,                0.88948,                0.70632,                0.77984,                0.60097,                 1.0962,              0.0004754,              0.0004754,              0.0004754
                    157,                0.63582,                0.46659,                 0.9639,                0.84335,                0.88333,                0.89446,                0.71837,                0.76267,                0.58737,                 1.0919,              0.0004655,              0.0004655,              0.0004655
                    158,                0.62124,                 0.4596,                0.95709,                0.81053,                  0.925,                0.88723,                0.71688,                0.76541,                0.60603,                 1.0989,              0.0004556,              0.0004556,              0.0004556
                    159,                0.59454,                0.45145,                0.96496,                 0.8174,                0.94167,                0.89569,                 0.7221,                0.78071,                0.59691,                 1.1105,              0.0004457,              0.0004457,              0.0004457
                    160,                0.62597,                0.43041,                0.95458,                0.81636,                0.91667,                0.89462,                0.71824,                0.80325,                0.58972,                 1.1138,              0.0004358,              0.0004358,              0.0004358
                    161,                0.62387,                0.45352,                0.96686,                0.83414,                  0.922,                0.90407,                0.72552,                0.79395,                 0.5815,                 1.1151,              0.0004259,              0.0004259,              0.0004259
                    162,                0.63094,                0.45059,                0.97373,                0.81962,                0.90876,                0.90085,                0.72675,                0.77368,                0.56399,                 1.0959,               0.000416,               0.000416,               0.000416
                    163,                  0.609,                0.43529,                0.95845,                0.82737,                0.91861,                0.90473,                0.72457,                0.77486,                 0.5739,                 1.1027,              0.0004061,              0.0004061,              0.0004061
                    164,                0.62163,                0.44198,                 0.9568,                0.82491,                0.91667,                 0.8909,                0.72018,                0.77287,                0.58027,                 1.1017,              0.0003962,              0.0003962,              0.0003962
                    165,                0.64104,                 0.4503,                0.97992,                0.81183,                0.93476,                0.88876,                 0.7203,                0.78759,                0.56001,                 1.1143,              0.0003863,              0.0003863,              0.0003863
                    166,                0.61839,                 0.4579,                0.95449,                 0.8459,                0.88333,                0.88718,                0.72383,                0.76506,                0.56933,                 1.0995,              0.0003764,              0.0003764,              0.0003764
                    167,                0.62604,                0.43947,                0.96901,                0.85937,                0.88333,                 0.8884,                0.72258,                0.76657,                  0.582,                 1.1031,              0.0003665,              0.0003665,              0.0003665
                    168,                0.63113,                0.43731,                0.96624,                0.82317,                0.90833,                0.88345,                0.72416,                0.76449,                0.59168,                 1.1055,              0.0003566,              0.0003566,              0.0003566
                    169,                0.61106,                 0.4326,                 0.9532,                0.81485,                0.91688,                0.87666,                0.71607,                0.76173,                0.59269,                 1.1011,              0.0003467,              0.0003467,              0.0003467
                    170,                0.59781,                 0.4205,                0.95063,                 0.8253,                0.91667,                0.88175,                0.71029,                0.78901,                0.59473,                 1.1146,              0.0003368,              0.0003368,              0.0003368
                    171,                0.61478,                0.44333,                0.96466,                0.82484,                0.90833,                0.89206,                0.72555,                0.77892,                0.58038,                 1.1121,              0.0003269,              0.0003269,              0.0003269
                    172,                0.60264,                0.43938,                 0.9517,                0.83011,                0.90833,                0.90958,                 0.7419,                0.78056,                0.57938,                 1.1126,               0.000317,               0.000317,               0.000317
                    173,                 0.5944,                0.42791,                0.95316,                0.83823,                0.90833,                0.89747,                0.72346,                0.78129,                0.57745,                 1.1152,              0.0003071,              0.0003071,              0.0003071
                    174,                0.60972,                0.44409,                0.95738,                0.83828,                0.90712,                0.89231,                0.72683,                0.78214,                 0.5961,                 1.1149,              0.0002972,              0.0002972,              0.0002972
                    175,                0.58298,                0.43415,                0.94645,                0.82699,                  0.925,                0.89053,                0.72382,                0.77963,                0.60685,                 1.1084,              0.0002873,              0.0002873,              0.0002873
                    176,                0.56822,                0.42551,                0.94173,                 0.8318,                0.90662,                0.88484,                0.72054,                0.77301,                0.60379,                 1.1127,              0.0002774,              0.0002774,              0.0002774
                    177,                0.59707,                0.43848,                0.95345,                0.83194,                0.90758,                0.88618,                0.72958,                0.76029,                0.59763,                 1.0994,              0.0002675,              0.0002675,              0.0002675
                    178,                 0.5767,                0.42345,                0.94978,                 0.8248,                0.90833,                0.89104,                0.73454,                0.76071,                0.58969,                 1.1013,              0.0002576,              0.0002576,              0.0002576
                    179,                0.59541,                0.42644,                0.94309,                0.83047,                0.90833,                0.89226,                0.73002,                 0.7733,                 0.5881,                 1.1088,              0.0002477,              0.0002477,              0.0002477
                    180,                0.60306,                 0.4339,                0.94955,                0.81587,                0.93333,                0.89007,                0.72439,                0.78029,                0.59424,                 1.1145,              0.0002378,              0.0002378,              0.0002378
                    181,                0.57754,                0.42235,                0.93592,                0.81055,                0.92699,                0.88431,                0.71994,                0.77724,                0.58589,                 1.1126,              0.0002279,              0.0002279,              0.0002279
                    182,                0.59634,                0.43111,                0.95058,                0.81042,                  0.925,                0.88941,                0.72055,                0.77019,                0.58657,                 1.1079,               0.000218,               0.000218,               0.000218
                    183,                0.58019,                0.41419,                0.95557,                0.80563,                0.93333,                0.89286,                0.72152,                0.77004,                0.58651,                 1.1076,              0.0002081,              0.0002081,              0.0002081
                    184,                 0.6015,                0.43014,                0.95788,                0.81894,                  0.925,                0.88927,                 0.7175,                 0.7659,                0.58455,                 1.1058,              0.0001982,              0.0001982,              0.0001982
                    185,                0.60301,                0.43197,                 0.9554,                0.84363,                0.89916,                0.89024,                 0.7202,                0.77317,                0.58332,                 1.1099,              0.0001883,              0.0001883,              0.0001883
                    186,                0.58655,                0.41894,                0.95072,                0.83482,                    0.9,                 0.8798,                0.71133,                0.76598,                0.60872,                  1.103,              0.0001784,              0.0001784,              0.0001784
                    187,                0.59461,                0.42765,                0.95603,                0.82918,                0.90833,                0.87544,                0.70602,                0.75875,                0.62491,                 1.1042,              0.0001685,              0.0001685,              0.0001685
                    188,                0.59135,                0.41623,                0.95616,                0.83195,                0.90833,                0.87872,                0.71162,                0.76471,                0.63745,                 1.1059,              0.0001586,              0.0001586,              0.0001586
                    189,                0.60106,                0.43324,                0.94822,                0.81969,                0.90923,                0.87758,                0.71135,                0.77599,                0.63543,                 1.1106,              0.0001487,              0.0001487,              0.0001487
                    190,                0.58085,                0.40826,                 0.9505,                0.82042,                0.91371,                0.87495,                0.71369,                0.77903,                0.62792,                 1.1123,              0.0001388,              0.0001388,              0.0001388
                    191,                0.52522,                0.37806,                0.90299,                0.83801,                 0.9053,                0.87586,                0.70189,                0.77869,                0.62974,                 1.1139,              0.0001289,              0.0001289,              0.0001289
                    192,                0.51493,                 0.3559,                0.90952,                0.84301,                    0.9,                0.87652,                0.70155,                0.77278,                0.60397,                 1.1112,               0.000119,               0.000119,               0.000119
                    193,                0.51165,                0.34902,                0.89707,                0.84777,                    0.9,                0.88043,                0.70543,                0.77223,                0.59838,                 1.1115,              0.0001091,              0.0001091,              0.0001091
                    194,                0.51404,                 0.3569,                0.89467,                0.84481,                0.90833,                0.88515,                0.71004,                0.76639,                0.59835,                 1.1098,               9.92e-05,               9.92e-05,               9.92e-05
                    195,                0.52147,                0.35097,                0.89534,                 0.8435,                0.90833,                0.88915,                0.71617,                 0.7685,                0.59207,                 1.1156,               8.93e-05,               8.93e-05,               8.93e-05
                    196,                0.51249,                0.34194,                0.89144,                0.85149,                0.90783,                0.88902,                0.71591,                 0.7609,                0.58901,                 1.1092,               7.94e-05,               7.94e-05,               7.94e-05
                    197,                 0.5382,                0.35878,                0.90272,                0.85144,                0.90744,                0.88692,                0.72228,                0.75544,                 0.5896,                  1.101,               6.95e-05,               6.95e-05,               6.95e-05
                    198,                0.50688,                0.33998,                0.88926,                0.85143,                0.90736,                0.89006,                0.72589,                0.75808,                0.59801,                  1.101,               5.96e-05,               5.96e-05,               5.96e-05
                    199,                0.52327,                0.33658,                0.90188,                0.84416,                0.90282,                0.89041,                0.72357,                0.75513,                0.59675,                 1.0993,               4.97e-05,               4.97e-05,               4.97e-05
                    200,                0.48843,                0.31847,                0.88805,                0.84425,                0.90833,                0.88907,                 0.7237,                0.75464,                 0.5987,                 1.0982,               3.98e-05,               3.98e-05,               3.98e-05
